timestamp,open,high,low,close,volume
2024-07-11 14:04:00,58628.01,58628.01,58554.0,58592.01,28.95738
2024-07-11 14:05:00,58592.01,58603.73,58566.0,58587.99,12.84304
2024-07-11 14:06:00,58587.99,58630.01,58580.0,58624.01,31.54705
2024-07-11 14:07:00,58624.01,58653.47,58608.01,58647.99,18.63117
2024-07-11 14:08:00,58648.0,58674.41,58630.77,58640.01,19.38558
2024-07-11 14:09:00,58640.0,58640.01,58534.0,58534.01,27.30102
2024-07-11 14:10:00,58534.01,58568.01,58446.0,58450.0,29.68417
2024-07-11 14:11:00,58450.0,58471.99,58450.0,58471.41,17.95135
2024-07-11 14:12:00,58471.41,58509.96,58372.0,58378.01,30.59701
2024-07-11 14:13:00,58378.01,58387.86,58259.19,58309.99,158.27667
2024-07-11 14:14:00,58310.0,58347.22,58254.42,58288.01,79.94246
2024-07-11 14:15:00,58288.01,58314.73,58116.66,58167.35,153.43454
2024-07-11 14:16:00,58167.34,58216.0,58117.17,58188.0,66.9417
2024-07-11 14:17:00,58187.99,58199.51,57982.42,57996.27,209.62577
2024-07-11 14:18:00,57996.27,57996.27,57808.45,57810.01,171.27791
2024-07-11 14:19:00,57810.01,57925.39,57775.97,57819.17,211.98501
2024-07-11 14:20:00,57819.18,57836.0,57764.92,57776.7,203.63964
2024-07-11 14:21:00,57776.7,57868.92,57640.86,57648.0,167.67133
2024-07-11 14:22:00,57647.99,57724.0,57629.46,57668.47,95.43457
2024-07-11 14:23:00,57668.47,57764.4,57654.72,57708.88,47.33035
2024-07-11 14:24:00,57708.89,57720.0,57560.83,57565.44,96.31669
2024-07-11 14:25:00,57565.44,57753.7,57555.0,57709.39,97.85908
2024-07-11 14:26:00,57709.4,57808.74,57709.4,57774.93,49.41287
2024-07-11 14:27:00,57774.93,57809.28,57734.54,57761.99,33.22285
2024-07-11 14:28:00,57761.99,57808.2,57744.0,57797.08,40.72823
2024-07-11 14:29:00,57797.07,57814.0,57780.1,57781.7,28.70825
2024-07-11 14:30:00,57781.7,57856.0,57747.7,57856.0,28.69219
2024-07-11 14:31:00,57855.99,57892.01,57846.0,57850.01,30.67088
2024-07-11 14:32:00,57850.01,57872.0,57831.63,57864.95,26.37892
2024-07-11 14:33:00,57864.94,57874.0,57818.85,57850.0,23.65022
2024-07-11 14:34:00,57850.0,57860.97,57819.49,57831.65,16.7589
2024-07-11 14:35:00,57831.64,57879.99,57829.31,57854.01,21.42878
2024-07-11 14:36:00,57854.01,57908.64,57852.59,57908.29,14.61789
2024-07-11 14:37:00,57908.28,57934.64,57908.28,57923.55,16.54282
2024-07-11 14:38:00,57923.55,57944.55,57896.0,57944.55,28.22411
2024-07-11 14:39:00,57944.55,57949.23,57906.97,57906.98,11.51756
2024-07-11 14:40:00,57906.97,57962.0,57898.96,57960.11,13.67652
2024-07-11 14:41:00,57960.1,57971.55,57906.31,57928.77,31.10083
2024-07-11 14:42:00,57928.77,57928.77,57800.25,57870.01,72.22186
2024-07-11 14:43:00,57870.01,57881.01,57809.96,57848.0,35.25611
2024-07-11 14:44:00,57847.99,57847.99,57733.35,57743.38,33.43791
2024-07-11 14:45:00,57743.38,57790.0,57700.01,57750.0,34.92416
2024-07-11 14:46:00,57750.0,57796.0,57710.02,57710.02,14.98808
2024-07-11 14:47:00,57710.02,57716.24,57636.0,57716.24,51.84726
2024-07-11 14:48:00,57716.24,57810.0,57712.0,57807.93,24.62853
2024-07-11 14:49:00,57807.93,57852.0,57780.0,57800.01,20.90658
2024-07-11 14:50:00,57800.01,57824.0,57744.68,57770.0,20.86619
2024-07-11 14:51:00,57769.99,57816.0,57740.37,57749.17,74.3226
2024-07-11 14:52:00,57749.17,57874.0,57749.17,57863.97,27.33193
2024-07-11 14:53:00,57863.97,57889.03,57853.27,57868.37,8.90289
2024-07-11 14:54:00,57868.37,57909.77,57868.36,57907.19,22.75236
